session_id,customer_id,pages_viewed,time_on_site,device_type,traffic_source,session_date,converted,bounce,cart_additions,checkout_started,exit_page,browser,is_logged_in
20107,5184,3,440.1583049440552,tablet,paid,2021-08-04,0,0,1,1,homepage,Edge,0
20108,1123,9,246.4105121571723,mobile,email,2019-11-02,0,0,0,0,cart,Chrome,1
20109,450,6,325.0893129181991,tablet,email,2021-02-10,0,0,1,1,cart,Chrome,1
20110,3040,9,408.621750449942,tablet,paid,2022-01-16,0,0,1,1,cart,Edge,1
20111,2746,8,338.6009885574427,desktop,social,2022-06-10,0,0,2,1,cart,Firefox,0
20112,2996,7,406.2499768900288,desktop,paid,2019-12-30,0,1,0,0,homepage,Chrome,1
20113,8497,3,326.4184004780706,desktop,paid,2021-07-06,0,1,1,1,homepage,Chrome,1
20114,1084,5,225.5498175728519,mobile,direct,2022-04-27,0,0,0,0,homepage,Safari,1
20115,8304,5,401.3519004642104,mobile,email,2020-06-08,0,1,1,1,homepage,Chrome,1
20116,5078,3,568.8648983959072,desktop,social,2023-12-14,0,0,1,0,checkout,Chrome,0
20117,5060,8,357.0742377037491,tablet,paid,2020-02-18,0,0,1,0,product,Edge,1
20118,7460,2,338.9311382418363,mobile,paid,2023-04-25,0,0,2,1,product,Chrome,1
20119,5035,3,83.48715831808829,tablet,paid,2019-08-14,0,0,1,1,checkout,Safari,0
20120,2657,1,170.44672918111678,tablet,paid,2020-07-30,0,1,2,1,checkout,Chrome,1
20121,6289,6,306.49588636647235,mobile,paid,2022-11-05,0,0,4,0,checkout,Chrome,1
20122,9623,4,97.09576302474248,mobile,social,2024-04-16,0,0,2,0,cart,Chrome,0
20123,644,4,307.0662764281422,desktop,organic,2024-11-03,0,0,1,0,product,Chrome,1
20124,5723,4,211.42219277411215,tablet,direct,2023-04-26,1,0,4,0,product,Firefox,1
20125,9912,4,189.4498960150676,desktop,email,2023-10-06,0,0,0,0,homepage,Chrome,1
20126,2010,9,339.315846577119,mobile,email,2022-05-18,0,1,0,0,product,Safari,0
20127,8072,9,435.0215129623346,mobile,email,2020-12-10,0,0,3,0,product,Chrome,1
20128,1185,5,75.77970928374613,tablet,organic,2020-12-19,0,1,0,0,cart,Chrome,1
20129,6937,5,405.6941747682831,tablet,organic,2020-01-30,0,0,1,0,cart,Edge,0
20130,9567,9,175.7182175883943,mobile,social,2019-07-05,0,0,0,0,cart,Chrome,0
20131,8267,4,248.87619884608907,desktop,direct,2019-04-14,0,0,0,0,checkout,Edge,0
20132,3309,3,236.8234718058561,mobile,organic,2024-04-04,1,1,0,0,homepage,Firefox,0
20133,1469,5,270.93033929981607,tablet,direct,2021-07-15,1,1,1,1,cart,Safari,0
20134,1925,5,235.05468001875423,desktop,organic,2019-10-26,0,0,1,1,checkout,Chrome,0
20135,3099,7,342.41022505693405,desktop,social,2020-10-19,0,0,2,1,homepage,Chrome,1
20136,367,4,283.3584357212254,desktop,direct,2024-12-18,0,0,0,0,product,Edge,1
20137,1183,4,98.05969888298094,desktop,paid,2024-01-16,0,1,5,1,homepage,Chrome,1
20138,5163,7,539.5452903262559,mobile,direct,2021-05-13,0,1,2,0,product,Chrome,0
20139,2992,1,231.17493757109585,mobile,social,2020-12-31,0,1,0,0,homepage,Firefox,0
20140,7872,2,331.0490627381701,mobile,direct,2024-10-01,0,0,1,0,product,Chrome,1
20141,8070,4,71.75037247158903,desktop,direct,2022-10-15,1,1,0,0,homepage,Chrome,1
20142,7012,3,235.97994466761477,tablet,email,2021-06-08,0,0,2,1,cart,Chrome,1
20143,2792,7,466.740711509665,tablet,paid,2022-06-05,1,0,0,0,checkout,Safari,0
20144,523,7,668.949659416399,mobile,social,2023-09-30,0,1,2,0,cart,Firefox,1
20145,4570,4,105.53181563493388,mobile,direct,2024-11-25,0,0,0,0,checkout,Safari,1
20146,3506,6,324.58744615196395,desktop,email,2021-10-08,0,0,1,0,checkout,Chrome,1
20147,64,6,123.54154343306794,tablet,direct,2022-07-21,0,1,0,0,checkout,Chrome,0
20148,7038,5,415.9640186538595,desktop,organic,2024-08-11,1,0,1,1,homepage,Safari,1
20149,2116,5,180.59403581154947,tablet,direct,2023-01-09,0,0,1,0,homepage,Chrome,0
20150,8029,4,95.9891109327223,desktop,direct,2021-03-15,0,0,3,1,product,Chrome,1
20151,6547,5,297.57293053879346,mobile,social,2024-12-06,0,0,0,0,cart,Safari,0
20152,5943,1,279.08399953787267,mobile,email,2023-07-29,0,1,1,1,homepage,Safari,0
20153,2694,4,385.7176739792386,desktop,social,2022-02-14,0,0,1,0,homepage,Safari,1
20154,9236,2,25.87130096424893,mobile,organic,2023-12-01,0,1,3,1,checkout,Firefox,0
20155,2921,10,268.8716148735278,desktop,social,2020-01-22,0,0,0,0,cart,Safari,1
20156,2559,2,302.0277895958821,mobile,organic,2021-08-22,0,0,0,0,product,Chrome,1
20157,6130,6,535.6302756301624,mobile,social,2021-11-22,0,0,2,1,product,Chrome,1
20158,7261,7,252.28857779872703,mobile,direct,2023-05-20,0,1,3,1,checkout,Chrome,1
20159,4412,7,502.45792920206907,mobile,email,2022-04-15,0,0,0,0,product,Safari,1
20160,3381,1,482.96655035478966,tablet,email,2021-11-21,0,1,3,1,cart,Firefox,1
20161,4795,6,362.52239615226864,mobile,organic,2021-04-25,0,0,4,1,homepage,Chrome,1
20162,5875,5,623.8192811426596,tablet,direct,2024-10-30,0,0,0,0,homepage,Chrome,0
20163,1445,1,261.9650444028678,desktop,email,2020-02-13,0,1,3,1,cart,Chrome,0
20164,173,7,471.3730422346615,desktop,direct,2023-10-17,0,0,1,1,checkout,Chrome,0
20165,9846,7,262.51033047776525,mobile,direct,2019-06-19,0,0,1,1,homepage,Safari,1
20166,4086,3,338.1354482445754,tablet,social,2020-11-11,0,0,1,0,cart,Chrome,0
20167,2960,3,195.47087840638943,mobile,social,2020-03-12,0,1,1,0,product,Firefox,0
20168,3698,3,242.3560855324764,mobile,social,2022-06-04,0,0,0,0,checkout,Edge,0
20169,9384,4,272.781995157416,desktop,organic,2023-08-20,0,0,1,0,cart,Safari,0
20170,6419,9,312.015487112068,tablet,organic,2020-03-21,0,1,1,0,product,Chrome,0
20171,8892,2,451.1893916218092,tablet,paid,2020-11-20,0,0,1,1,checkout,Chrome,1
20172,3794,4,275.0065913123711,tablet,direct,2022-04-18,0,0,2,1,product,Chrome,0
20173,4661,4,281.6724421302688,tablet,paid,2021-12-26,0,0,1,1,product,Firefox,0
20174,283,4,227.6625555716693,tablet,organic,2021-06-26,0,1,1,1,homepage,Chrome,1
20175,8239,8,368.4773593082826,tablet,organic,2023-07-21,0,1,1,1,homepage,Chrome,1
20176,3422,7,337.9096734492068,desktop,organic,2022-11-21,0,0,4,0,product,Chrome,0
20177,8535,3,358.49828461810023,desktop,email,2020-05-30,0,0,0,0,checkout,Edge,0
20178,3862,3,167.17305504414765,tablet,email,2019-01-02,0,0,0,0,checkout,Chrome,0
20179,1316,4,197.368786811704,mobile,email,2022-07-24,0,0,2,1,checkout,Chrome,1
20180,6135,4,208.1815848427472,tablet,social,2020-07-16,0,0,0,0,product,Firefox,1
20181,6035,4,438.4703580508976,desktop,social,2023-11-12,0,0,0,0,product,Safari,1
20182,6796,5,173.75226267589915,tablet,email,2021-11-10,0,0,0,0,cart,Firefox,0
20183,5670,7,272.3547072770688,mobile,direct,2021-04-17,0,1,3,0,checkout,Safari,1
20184,865,5,244.72539855697443,tablet,direct,2020-08-21,0,0,1,1,checkout,Chrome,1
20185,9191,4,135.17346755018812,mobile,social,2023-06-29,0,1,0,0,homepage,Chrome,1
20186,6938,5,345.8446176963902,desktop,organic,2023-02-13,0,0,2,0,homepage,Chrome,0
20187,5415,1,246.27971978937032,tablet,email,2021-03-20,0,1,2,1,checkout,Firefox,0
20188,8501,4,424.9513788941286,desktop,email,2024-04-26,0,0,1,1,checkout,Safari,1
20189,9330,4,176.030405723251,mobile,paid,2021-12-27,0,0,1,0,checkout,Chrome,1
20190,7333,6,267.7502917039804,mobile,paid,2022-06-29,0,0,0,0,cart,Chrome,1
20191,9901,5,507.6119216538398,tablet,email,2019-03-11,0,0,0,0,product,Chrome,0
20192,4324,2,278.3206920920626,mobile,organic,2020-04-22,0,0,1,1,product,Chrome,1
20193,7226,4,221.37038079497137,tablet,paid,2021-08-29,0,0,0,0,checkout,Edge,0
20194,3911,9,275.18425518543586,desktop,direct,2022-06-08,0,1,0,0,cart,Chrome,1
20195,2771,7,448.0962746879678,tablet,social,2019-03-16,0,0,0,0,checkout,Chrome,0
20196,3791,11,129.5525003690345,tablet,social,2024-08-26,1,0,2,1,product,Chrome,1
20197,6467,6,239.0764775615798,tablet,paid,2022-07-06,0,1,2,1,checkout,Firefox,1
20198,7055,6,159.2837967683911,tablet,organic,2019-03-17,0,0,1,1,cart,Firefox,0
20199,646,7,320.26186155858244,tablet,email,2020-12-29,0,0,1,1,product,Chrome,1
20200,6398,7,315.8966892108905,desktop,organic,2020-12-05,0,0,1,1,homepage,Chrome,1
20201,7902,2,116.49896742681084,desktop,direct,2022-12-25,0,0,1,1,checkout,Chrome,1
20202,1623,3,241.6584987154189,desktop,social,2020-04-14,0,0,0,0,homepage,Chrome,0
20203,2449,1,215.28100332517064,desktop,email,2019-10-15,0,1,1,1,product,Chrome,1
20204,7393,1,309.4510909932625,mobile,social,2020-09-20,0,1,0,0,checkout,Safari,0
20205,7543,6,299.32516072665686,desktop,social,2021-11-09,0,1,1,0,homepage,Chrome,1
20206,2334,5,245.5982406955791,mobile,social,2022-10-09,0,0,1,1,product,Chrome,1
20207,7916,6,319.15313952659625,desktop,email,2020-11-13,0,0,0,0,homepage,Chrome,1
20208,8939,2,361.6900806742629,desktop,paid,2020-04-16,0,0,1,0,checkout,Safari,1
20209,3172,4,208.50372167463277,tablet,direct,2020-05-05,0,0,0,0,checkout,Chrome,0
20210,2803,2,154.0095184394618,desktop,social,2024-02-20,0,0,2,1,product,Safari,1
20211,735,1,365.8144567933121,tablet,paid,2020-09-27,0,1,0,0,product,Safari,0
20212,2255,2,286.0901996994956,tablet,direct,2019-07-13,0,0,1,1,homepage,Chrome,1
20213,7785,5,382.86166961857066,mobile,email,2022-05-11,0,0,1,1,homepage,Chrome,1
20214,4191,8,262.3845778909085,tablet,email,2020-06-04,0,1,2,0,homepage,Edge,0
20215,1847,5,281.4657320490312,desktop,direct,2023-02-12,0,1,3,0,checkout,Chrome,1
20216,3783,6,287.8273252079337,mobile,direct,2023-11-10,0,0,0,0,checkout,Edge,1
20217,8928,7,433.2592085329064,tablet,social,2021-03-09,1,0,1,1,homepage,Safari,1
20218,4639,6,256.0898895298316,mobile,social,2020-06-23,0,1,2,1,checkout,Chrome,1
20219,6379,5,285.5799247463348,mobile,email,2024-03-16,0,1,2,1,checkout,Chrome,0
20220,6213,7,422.578380359271,desktop,paid,2023-01-26,0,0,0,0,homepage,Safari,1
20221,8788,2,387.6139196061801,mobile,social,2024-11-29,0,0,0,0,product,Edge,1
20222,9105,7,271.3757990077486,tablet,social,2021-08-24,0,0,2,0,homepage,Firefox,0
20223,461,8,460.6804804813761,desktop,paid,2020-06-15,0,0,1,1,cart,Chrome,1
20224,5614,4,472.3051279909956,tablet,social,2020-06-15,0,1,1,1,cart,Safari,1
20225,936,5,210.26430276695024,desktop,paid,2020-04-17,0,0,4,0,checkout,Edge,0
20226,6057,6,437.2111707553989,tablet,organic,2021-07-28,0,0,0,0,checkout,Chrome,1
20227,4114,6,353.51310028304584,tablet,paid,2023-03-10,1,0,1,1,cart,Chrome,1
20228,5296,2,311.199875127278,desktop,email,2024-09-04,0,0,0,0,product,Chrome,1
20229,4554,10,120.2159302606668,desktop,direct,2020-06-06,1,0,1,0,homepage,Chrome,0
20230,6411,11,450.87771650035774,tablet,direct,2023-04-10,0,0,0,0,checkout,Safari,0
20231,3517,5,462.5686202182257,tablet,direct,2021-08-03,0,0,4,0,checkout,Safari,1
20232,5221,4,45.092852401061805,desktop,social,2024-04-25,0,0,2,1,product,Edge,0
20233,3931,10,170.73806430049777,mobile,email,2020-10-05,0,0,1,1,cart,Chrome,0
20234,6908,8,266.6897253014926,desktop,organic,2023-04-27,0,0,0,0,checkout,Chrome,1
20235,7315,7,337.3232433166493,mobile,organic,2020-02-15,0,1,2,1,homepage,Chrome,0
20236,7605,6,311.8328366050672,tablet,direct,2020-11-14,0,0,2,0,product,Safari,1
20237,6121,9,449.60177389091945,tablet,paid,2024-03-24,0,0,0,0,cart,Safari,0
20238,4968,6,348.1852713751425,mobile,email,2022-07-30,0,0,3,0,cart,Chrome,1
20239,2438,7,220.3236121567782,mobile,paid,2023-05-03,0,1,1,1,product,Chrome,0
20240,7176,3,360.20441879660774,mobile,direct,2022-04-13,0,0,1,1,homepage,Firefox,0
20241,9855,6,213.813165070468,mobile,direct,2023-09-26,0,0,2,1,homepage,Chrome,0
20242,7792,7,318.90855665415864,mobile,paid,2019-02-12,1,1,2,0,cart,Chrome,1
20243,486,4,163.74336265094814,mobile,direct,2021-11-17,0,0,0,0,cart,Chrome,1
20244,4609,10,449.7432117026536,desktop,direct,2022-09-26,0,0,0,0,checkout,Chrome,1
20245,54,3,158.058344947191,desktop,direct,2021-07-08,0,0,1,1,homepage,Chrome,1
20246,4752,8,476.3222006646925,tablet,email,2021-12-25,1,0,2,0,cart,Safari,1
20247,4218,9,432.1556262925506,desktop,email,2021-05-05,1,0,1,1,checkout,Chrome,1
20248,1207,3,333.8597829294803,mobile,organic,2023-06-19,0,0,1,1,homepage,Safari,0
20249,2592,5,299.20456051811175,desktop,paid,2020-12-12,0,1,1,1,checkout,Firefox,0
20250,5986,2,333.3251413160851,desktop,email,2022-01-16,0,0,0,0,product,Chrome,0
20251,7856,5,592.2984863676489,desktop,organic,2020-05-03,0,0,1,0,cart,Safari,1
20252,9103,6,303.3900693884684,tablet,direct,2022-01-05,0,0,0,0,checkout,Chrome,1
20253,2805,7,373.1575918346753,desktop,organic,2024-08-10,0,0,0,0,product,Safari,1
20254,9629,3,450.4420254355205,mobile,email,2024-11-13,0,0,0,0,cart,Firefox,1
20255,9537,2,396.51164716191374,tablet,organic,2022-07-09,0,0,2,1,product,Firefox,1
20256,987,2,41.71592593106002,tablet,direct,2019-02-23,0,0,0,0,homepage,Chrome,1
20257,5733,6,330.5796345952908,mobile,direct,2019-03-20,0,0,1,0,homepage,Edge,0
20258,2208,6,276.7740795899013,tablet,paid,2020-05-06,0,0,0,0,checkout,Chrome,1
20259,5533,10,236.0671302732546,desktop,direct,2020-09-25,1,0,0,0,product,Chrome,1
20260,4414,6,245.60051428802169,tablet,paid,2024-10-06,0,0,2,1,checkout,Firefox,1
20261,2972,3,334.87820963632697,tablet,social,2020-02-09,0,0,1,1,product,Safari,0
20262,2805,4,460.0462315511856,tablet,organic,2019-02-18,0,0,2,1,cart,Edge,1
20263,2797,7,699.3312905341443,tablet,direct,2023-11-13,0,0,1,1,checkout,Safari,1
20264,7654,2,157.84345624641284,desktop,direct,2024-02-25,0,1,0,0,checkout,Chrome,1
20265,7619,6,314.0416409940198,tablet,direct,2024-08-28,1,1,2,1,homepage,Edge,1
20266,5901,6,219.82722826909517,desktop,social,2020-04-27,0,0,1,1,checkout,Chrome,1
20267,1962,5,321.0691941551378,tablet,email,2019-02-13,0,0,1,1,cart,Safari,0
20268,1320,3,362.40594851975686,tablet,organic,2023-02-12,0,0,1,1,cart,Firefox,1
20269,8556,7,260.14978057662023,desktop,organic,2021-03-09,0,0,1,1,checkout,Chrome,0
20270,332,4,292.833227802018,desktop,direct,2024-05-18,0,0,2,0,cart,Chrome,1
20271,7475,6,331.6050215820939,tablet,paid,2020-02-04,0,0,3,1,product,Safari,0
20272,2605,1,182.6448620884728,desktop,email,2021-06-07,0,1,3,1,cart,Chrome,1
20273,323,4,436.9890043061768,desktop,direct,2022-03-13,0,0,2,1,product,Chrome,0
20274,6358,5,424.4445761552613,mobile,paid,2023-11-28,0,0,0,0,homepage,Chrome,1
20275,2516,2,432.34771149071344,mobile,organic,2022-08-10,0,0,0,0,cart,Chrome,0
20276,1270,3,251.06090210727163,desktop,social,2024-11-25,0,0,1,1,homepage,Chrome,1
20277,2744,6,222.65742106810896,mobile,organic,2021-10-18,0,0,1,1,checkout,Chrome,1
20278,1629,7,413.2508657941364,mobile,organic,2021-12-04,0,0,1,1,checkout,Chrome,0
20279,3911,9,326.3304162001707,mobile,email,2020-08-01,0,1,1,1,checkout,Firefox,0
20280,8834,5,445.7601345633604,mobile,paid,2024-02-23,0,0,0,0,cart,Chrome,0
20281,7465,3,282.6875642957038,tablet,email,2024-01-04,0,1,0,0,cart,Chrome,1
20282,5266,5,227.10556251515632,mobile,organic,2021-03-21,0,0,1,0,product,Safari,0
20283,7521,6,193.9414017708437,desktop,organic,2022-09-27,0,0,2,0,product,Safari,0
20284,1023,7,519.7706794596625,mobile,email,2023-11-26,0,0,1,0,checkout,Edge,0
20285,8242,4,486.831580591177,tablet,social,2023-07-30,1,0,2,1,checkout,Safari,1
20286,2024,4,360.9122793632114,mobile,direct,2023-07-03,0,0,2,1,product,Chrome,1
20287,8211,8,216.59444866371135,tablet,email,2020-07-14,0,0,2,1,product,Chrome,1
20288,9100,2,176.11234813974298,mobile,organic,2024-03-24,0,0,1,1,checkout,Edge,1
20289,7896,3,126.37223226029404,mobile,email,2019-10-10,0,0,2,1,cart,Edge,1
20290,7614,3,467.11020216221647,tablet,email,2022-10-21,1,0,2,1,product,Chrome,0
20291,6556,7,344.8278518121926,mobile,email,2023-09-17,0,0,0,0,homepage,Chrome,1
20292,8780,7,243.94953441316656,desktop,paid,2022-05-06,1,0,1,1,checkout,Firefox,1
20293,5866,3,205.1386991080464,tablet,email,2022-06-05,0,0,1,0,product,Chrome,1
20294,9580,6,244.5662787678892,mobile,email,2022-07-06,0,0,0,0,homepage,Chrome,0
20295,3015,12,506.4815489464558,tablet,organic,2019-12-20,0,0,2,1,cart,Firefox,1
20296,6307,2,199.7997257579868,desktop,direct,2019-11-28,0,0,1,1,cart,Chrome,1
20297,2350,4,30.788707347645623,desktop,paid,2021-12-11,0,0,1,0,product,Chrome,1
20298,5691,12,463.2648641113088,desktop,direct,2022-08-10,0,0,3,1,checkout,Chrome,0
20299,9747,6,410.74512688662657,tablet,organic,2024-02-16,0,0,1,1,product,Firefox,0
20300,8126,4,241.52581224152425,mobile,organic,2020-03-11,0,0,1,1,product,Chrome,1
20301,5900,7,263.7356281072126,mobile,organic,2022-01-05,1,0,0,0,checkout,Chrome,1
20302,9315,4,246.48886279451528,mobile,paid,2020-03-15,0,0,1,1,cart,Chrome,0
20303,80,1,243.58164593607896,mobile,direct,2020-10-22,0,1,2,1,homepage,Chrome,1
20304,3856,5,108.4615661630937,,email,2022-01-14,0,0,3,1,product,Safari,1
20305,4901,8,353.05955212753537,desktop,social,2024-03-13,1,0,0,0,cart,Chrome,0
20306,972,3,33.62072360200594,tablet,paid,2019-12-29,0,1,0,0,homepage,Safari,1
20307,5375,5,412.85167342816544,mobile,direct,2020-04-23,0,0,0,0,checkout,Edge,0
20308,2904,4,443.799099577442,mobile,email,2019-10-17,0,0,2,1,product,Safari,1
20309,8270,6,275.14043544221045,tablet,direct,2020-09-26,0,0,2,0,cart,Safari,0
20310,3888,8,257.3286504491988,desktop,email,2020-10-02,1,0,1,1,cart,Chrome,1
20311,3151,7,256.7749460298807,mobile,direct,2024-06-30,1,0,0,0,product,Chrome,1
20312,5560,4,139.26986940255168,desktop,direct,2021-03-25,0,0,1,0,cart,Edge,1
20313,822,3,407.8139041571337,mobile,paid,2024-07-21,1,0,0,0,homepage,Edge,1
20314,6161,2,258.8564793972976,desktop,organic,2019-06-11,0,0,3,1,checkout,Chrome,0
20315,8909,5,253.4007165099167,desktop,paid,2022-06-25,0,0,0,0,cart,Chrome,1
20316,8613,2,370.1404474068544,desktop,paid,2019-09-01,0,0,0,0,product,Safari,0
20317,2660,3,320.27974615660725,tablet,email,2020-12-27,0,0,0,0,product,Firefox,1
20318,6900,7,266.61797187020545,desktop,organic,2019-06-09,0,0,1,1,product,Chrome,1
20319,8979,6,259.0306969522062,desktop,direct,2020-09-10,1,0,0,0,homepage,Safari,1
20320,4761,7,161.95963198357143,tablet,organic,2022-07-08,0,0,1,0,cart,Chrome,1
20321,6967,4,494.4234719347918,tablet,paid,2023-11-23,0,0,1,1,cart,Firefox,1
20322,5481,5,581.3653437866882,desktop,social,2024-12-29,0,0,2,0,checkout,Chrome,0
20323,7008,5,215.9636661023639,,direct,2021-06-26,0,0,0,0,cart,Chrome,1
20324,1745,7,1.9702728546090496,tablet,email,2019-01-21,0,0,1,0,product,Chrome,1
20325,4377,4,422.7544351603342,mobile,paid,2019-05-29,0,1,1,1,checkout,Chrome,1
20326,365,9,419.3191001879028,tablet,paid,2021-11-25,0,0,1,1,cart,Chrome,1
20327,1141,3,213.62291420160224,desktop,direct,2022-10-26,0,0,2,0,checkout,Chrome,1
20328,7128,3,308.8728738586647,mobile,organic,2019-05-05,0,1,0,0,product,Chrome,1
20329,9080,3,267.9933951466687,desktop,direct,2020-11-01,0,0,1,1,homepage,Chrome,1
20330,6454,3,498.1873780916574,tablet,paid,2021-06-28,0,0,1,1,checkout,Safari,0
20331,2184,4,405.1905015099893,mobile,email,2024-03-14,0,0,1,1,homepage,Chrome,1
20332,7503,3,214.48007846407305,mobile,organic,2022-12-26,0,0,2,1,product,Firefox,1
20333,1402,2,435.5352969350823,desktop,social,2020-05-20,0,0,0,0,checkout,Chrome,1
20334,2773,5,299.5336014475252,mobile,paid,2023-10-05,0,1,1,0,product,Chrome,1
20335,3888,3,498.7277487836763,tablet,direct,2020-04-30,0,0,2,1,homepage,Firefox,0
20336,948,4,250.54258868138172,tablet,email,2023-03-05,0,0,1,1,homepage,Chrome,0
20337,9274,1,208.4403515903404,mobile,organic,2024-01-04,0,1,3,0,product,Chrome,0
20338,1673,6,351.2305382711652,mobile,paid,2019-01-05,1,0,2,1,cart,Firefox,1
20339,6045,3,358.9261536872803,desktop,paid,2024-06-18,0,0,1,1,checkout,Chrome,0
20340,5026,2,389.66624002977534,mobile,paid,2022-02-24,0,0,2,0,homepage,Chrome,0
20341,6232,6,124.932149600433,tablet,paid,2022-10-11,0,1,1,1,homepage,Firefox,1
20342,4992,4,437.1817075258126,mobile,direct,2021-03-29,0,0,1,1,homepage,Firefox,1
20343,9403,1,302.0879751560065,tablet,social,2022-03-13,0,1,1,1,homepage,Safari,1
20344,9322,10,414.563627497176,mobile,email,2020-06-13,0,0,3,1,product,Chrome,1
20345,8547,5,578.121320002586,mobile,paid,2022-02-18,0,0,0,0,checkout,Chrome,1
20346,8761,5,414.5370138299077,mobile,email,2021-03-06,0,0,0,0,cart,Safari,0
20347,1041,7,321.77474475725325,mobile,social,2023-05-02,0,0,0,0,product,Chrome,0
20348,8900,5,343.6528054263009,mobile,social,2019-09-08,0,0,3,1,checkout,Chrome,1
20349,87,4,62.810510839290544,desktop,direct,2019-11-05,0,0,2,0,cart,Edge,0
20350,3413,7,384.9100201079565,mobile,organic,2021-05-06,1,0,1,1,product,Chrome,1
20351,4069,2,157.16598149342383,mobile,email,2019-12-08,0,1,3,1,checkout,Chrome,1
20352,6594,7,419.6202324787123,mobile,paid,2022-02-19,0,0,0,0,cart,Safari,0
20353,7310,4,395.6949052769089,tablet,organic,2020-02-24,0,1,1,0,checkout,Chrome,0
20354,4173,7,355.28099426497306,mobile,social,2021-02-11,0,0,1,1,cart,Edge,1
20355,3486,3,377.3461564785488,desktop,direct,2019-12-16,0,0,1,1,homepage,Chrome,1
20356,1580,3,364.9229466690472,tablet,organic,2023-10-30,0,1,0,0,checkout,Edge,0
20357,8886,5,374.8235822453407,tablet,direct,2019-11-18,1,0,3,1,cart,Chrome,1
20358,6344,4,403.47950766425066,mobile,social,2020-01-22,0,0,1,0,homepage,Chrome,1
20359,3559,4,402.90724721644574,tablet,direct,2020-01-14,1,0,1,1,cart,Chrome,1
20360,7128,3,138.81310923681684,desktop,social,2020-12-07,0,0,2,1,cart,Firefox,1
20361,4575,5,280.0645938357448,desktop,email,2019-03-21,0,0,1,1,homepage,Edge,0
20362,3625,3,532.7141304151897,mobile,email,2022-08-22,0,0,2,0,checkout,Chrome,0
20363,8327,4,268.5413776265008,desktop,organic,2022-11-18,0,0,2,1,checkout,Chrome,1
20364,9882,3,493.969232474778,tablet,email,2023-12-25,0,0,0,0,homepage,Edge,1
20365,9949,8,485.6606840758068,tablet,paid,2021-12-08,0,1,0,0,checkout,Chrome,0
20366,2194,6,262.50875458994483,desktop,direct,2022-07-23,0,0,1,0,checkout,Safari,0
20367,5183,4,289.504736649474,mobile,direct,2020-09-09,1,0,2,1,cart,Chrome,0
20368,4353,3,414.8122822218481,tablet,email,2024-07-22,1,1,2,0,product,Firefox,1
20369,4883,7,234.84960742874648,mobile,paid,2022-10-27,0,0,1,1,homepage,Chrome,1
20370,7911,2,240.05011936179864,desktop,social,2020-09-18,0,0,3,1,cart,Safari,1
20371,840,5,438.1196070858391,mobile,social,2023-09-16,0,0,1,1,product,Chrome,1
20372,3524,3,489.3604489853992,tablet,direct,2019-07-27,0,0,4,1,homepage,Chrome,1
20373,587,1,497.9199637744212,desktop,email,2021-10-14,0,1,1,1,cart,Chrome,0
20374,38,5,176.27711857912436,mobile,paid,2024-11-12,0,0,1,1,product,Chrome,1
20375,7072,4,500.8219897882734,mobile,paid,2023-06-29,0,0,1,1,cart,Chrome,1
20376,6262,5,353.5571306913058,tablet,organic,2019-02-27,1,1,1,0,homepage,Chrome,0
20377,9970,9,93.79740203018598,desktop,organic,2019-09-14,1,1,1,1,homepage,Chrome,0
20378,8613,4,544.0107073483425,mobile,organic,2020-06-26,0,0,2,1,product,Safari,0
20379,67,8,311.8498835186276,tablet,social,2023-04-10,0,0,2,0,homepage,Chrome,1
20380,3208,4,451.4799320811638,tablet,social,2022-05-22,1,0,0,0,cart,Safari,1
20381,6587,9,192.59100057935123,desktop,social,2023-03-30,1,0,2,1,product,Firefox,0
20382,1918,2,415.93486833867735,desktop,paid,2020-11-03,0,0,3,1,product,Edge,0
20383,7039,10,219.248806185774,desktop,paid,2024-06-23,0,1,1,0,homepage,Chrome,1
20384,3533,6,265.95461496485115,mobile,email,2024-04-08,0,1,3,1,product,Chrome,1
20385,7814,3,399.2744067162909,mobile,paid,2019-02-22,0,1,0,0,product,Edge,1
20386,4158,7,152.90084872872896,tablet,paid,2019-11-09,1,1,0,0,homepage,Chrome,1
20387,7342,3,210.6902702743196,mobile,paid,2023-05-13,0,0,0,0,checkout,Chrome,1
20388,9440,8,303.33614049589994,mobile,paid,2019-07-01,0,0,0,0,homepage,Chrome,0
20389,1612,9,264.607009412715,desktop,organic,2022-05-21,0,0,2,1,product,Chrome,0
20390,3260,8,263.6838167136079,desktop,email,2019-09-26,0,0,0,0,checkout,Firefox,0
20391,8193,5,285.05491385943634,mobile,social,2023-02-21,0,0,2,0,cart,Chrome,1
20392,9247,3,304.9366320988909,desktop,social,2021-10-19,0,0,0,0,cart,Safari,0
20393,2687,8,423.2570703055145,mobile,paid,2020-08-22,0,0,1,1,homepage,Firefox,1
20394,7721,8,302.1586699013901,tablet,email,2020-06-20,0,0,1,0,checkout,Chrome,0
20395,569,5,478.3287609574186,tablet,organic,2021-01-25,0,0,1,1,checkout,Edge,1
20396,1589,8,396.7783045000318,desktop,paid,2023-11-06,0,0,1,1,product,Chrome,1
20397,4690,2,311.25267706557344,desktop,paid,2020-09-11,0,0,3,1,homepage,Chrome,1
20398,2693,4,281.9489123902447,desktop,paid,2023-12-22,0,0,5,1,homepage,Chrome,1
20399,5675,6,275.9663127484169,mobile,social,2022-01-29,1,0,1,1,product,Safari,0
